Title,release_year,Genre,Overview,Rating,Original_Language
Lionheart,1990,Action,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights.",6.5,en
Batman: Assault on Arkham,2014,"Thriller, Animation, Action, Crime",Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.,7.4,en
Amélie,2001,"Comedy, Romance","At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",7.9,fr
Thor: Love and Thunder,2022,"Action, Adventure, Fantasy",The fourth installment of the Marvel Studios' Thor movie series.,0,en
God's Not Dead,2014,Drama,"After he refuses to disavow his faith, a devout Christian student must prove the existence of God or else his college philosophy professor will fail him.",6,en
Psycho,2060,"Horror, Drama, Thriller","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",8.4,en
Freaky,2020,"Comedy, Fantasy, Horror, Thriller","A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",6.7,en
The Paperboy,2012,"Thriller, Drama, Mystery","As investigative reporter Ward Jansen and his partner Yardley Acheman chase a sensational, career-making story with the help of Ward's younger brother Jack and sultry death-row groupie Charlotte Bless, the pair tries to prove violent swamp-dweller Hillary Van Wetter was framed for the murder of a corrupt local sheriff.",5.6,en
I Believe,2017,Family,A 9 year old boy experiences God's power in a supernatural way.,7,en
Danny Boy,2021,"Drama, War, TV Movie","Soldier Brian Wood, is accused of war crimes in Iraq by the human rights lawyer Phil Shiner. The two men go head to head in a legal and moral conflict that takes us from the battlefield, at so-called Checkpoint Danny Boy, to the courtroom and one of Britain’s biggest ever public inquiries, the Al-Sweady Inquiry.",6.8,en
Batman and Harley Quinn,2017,"Adventure, Action, Animation, Science Fiction","Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.",6.2,en
Unfaithful,2002,"Thriller, Drama","Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",6.6,en
Young & Beautiful,2013,Drama,"Isabelle, a 17-year-old student, loses her virginity during a quick holiday romance. When she returns home, she begins a secret life as a prostitute for a year.",6.4,fr
Anoko no Toriko,2018,"Romance, Comedy","Centers on three childhood friends in a love triangle. Yori moved back to the countryside, and started wearing glasses and not being noticed by girls. Meanwhile, Shizuku entered the entertainment industry alongside Subaru, and both began working as a model and actor, respectively. But when Yori turns 16, he re-enters their lives.",5.9,ja
Charlie's Angels,2000,"Action, Adventure, Comedy, Crime, Thriller","Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",5.8,en
Frankenweenie,2012,"Animation, Comedy, Family","When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",6.9,en
47 Meters Down,2017,"Horror, Drama, Thriller, Adventure","Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface.",5.8,en
The Karate Kid,1984,"Action, Family, Drama","After some violent confrontations with his new classmates, Daniel LaRusso learns karate from Japanese handyman Mr. Miyagi, in order to defend himself.",7.2,en
The Black Phone,2022,Horror,"Finney Shaw, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",8.2,en
Police Academy 3: Back in Training,1986,"Comedy, Crime","When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected...",5.7,en
JJ+E,2021,"Romance, Drama","Elisabeth and John-John live in the same city, but they inhabit different worlds.",5.5,sv
Night at the Museum,2006,"Action, Adventure, Comedy, Family, Fantasy","Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",6.6,en
Man on Fire,2004,"Action, Drama, Thriller","Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",7.4,en
Anger Management,2003,Comedy,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",6.1,en
Deep Blue Sea,1999,"Action, Horror, Science Fiction","Researchers on the undersea lab Aquatica have genetically altered the brains of captive sharks to develop a cure for Alzheimer's disease. But there's an unexpected side effect: the sharks got smarter, faster, and more dangerous. After a big storm damages their remote research facility, they must fight for their lives.",5.9,en
Aquaman: Heroines of Atlantis,2019,Documentary,Amber Heard and Nicole Kidman discuss their characters Mera and Atlanna.,7.4,en
Garo: Divine Flame,2016,"Action, Animation","Leon, who has succeeded the name of Golden Knight ""GARO,"" devotes himself to train a young Makai Knight for the next generation, together with Prince Alfonso of the Valiante Kingdom. Then, they receive an order to exterminate the most beautiful Horror in the world which resides in a neighboring country ""Vazelia."" At the same time, a young Makai Knight for the next generation is kidnapped by an unknown person. Leon desperately follows them, only to find that he is surrounded by his enemies at a dead end. Then, a Makai Knight Dario who was supposed to be missing for some time suddenly appears and rescues him. Under his guidance, Leon is led to the town where he meets up a totally unexpected person.",5.3,ja
12 Strong,2018,"War, Drama, Action, History",A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,6.1,en
